,Store_Name,Longitude,Latitude,Address,Address Line #2,City,State,Zip5,Zip4,County,place_id,googlename,googlelat,googlelon,googleaddress,cost,multiple,how
1782,7-Eleven 27100,-87.69830300000001,42.012066,2741 W Touhy Ave,,Chicago,IL,60645,3007.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1783,7-Eleven 33732,-87.6576,41.983631,1055 W Bryn Mawr Ave,,Chicago,IL,60660,,COOK,0,0,0.0,0.0,0,0.0,0,0
1784,7-Eleven 33483 33483,-87.635475,41.885345,180 N Franklin St,,Chicago,IL,60606,1822.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1785,7-Eleven 33606,-87.64181500000001,41.885639000000005,567 W Lake St,,Chicago,IL,60661,1498.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1786,Charles Street BP,-89.054405,42.259499,2622 Charles St,,Rockford,IL,61108,1638.0,WINNEBAGO,0,0,0.0,0.0,0,0.0,0,0
1787,FOX VIEW GROCERY & LIQUOR,-88.295731,41.918186,6 N 559 RT 25,,ST CHARLES,IL,60174,,KANE,0,0,0.0,0.0,0,0.0,0,0
1788,Scotchmons East,-87.712784,40.775753,1000 E Walnut St,,Watseka,IL,60970,1802.0,IROQUOIS,0,0,0.0,0.0,0,0.0,0,0
1789,7-Eleven 33511,-87.62664000000001,41.879456,33 E Adams St,,Chicago,IL,60603,5603.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1790,EL TRIGAL BAKERY,-87.705605,41.961193,3059 W Montrose Ave,,Chicago,IL,60618,1330.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1791,Dollar General 11532,-90.648033,40.924175,1126 N Main St,,Monmouth,IL,61462,1209.0,WARREN,0,0,0.0,0.0,0,0.0,0,0
1792,Dollar General 11448,-90.357925,41.469677000000004,901 1st St,,Colona,IL,61241,9750.0,HENRY,0,0,0.0,0.0,0,0.0,0,0
1793,Dollar General 1112,-89.32672099999999,37.78907,1297 Enterprise Ave,,Murphysboro,IL,62966,3901.0,JACKSON,0,0,0.0,0.0,0,0.0,0,0
1794,La Mexicanita,-87.854111,42.410126,1818 W Yorkhouse Rd,,Waukegan,IL,60087,,LAKE,0,0,0.0,0.0,0,0.0,0,0
1795,Walgreens 04939,-87.973167,41.846203,2205 W 22nd St,,Oak Brook,IL,60523,1203.0,DU PAGE,0,0,0.0,0.0,0,0.0,0,0
1796,MARATHON,-87.903076,41.877548,4804 Butterfield Rd,,Hillside,IL,60162,1412.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1797,Heights Mini Market,-87.630287,41.506145000000004,178 E Lincoln Hwy,,Chicago Heights,IL,60411,2840.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1798,La France Bakery,-87.703568,41.79509,5405 S Kedzie Ave,,Chicago,IL,60632,2619.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1799,7-Eleven 33840,-88.316177,42.176646999999996,1495 W Algonquin Rd,,Algonquin,IL,60102,1451.0,MCHENRY,0,0,0.0,0.0,0,0.0,0,0
1800,City Tobacco & More,-89.093994,42.272282000000004,311 Mulberry St,,Rockford,IL,61101,1012.0,WINNEBAGO,0,0,0.0,0.0,0,0.0,0,0
1801,GRAND CITGO,-87.666077,41.89093,1535 W Grand Ave,,Chicago,IL,60642,6335.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1802,7-Eleven 33784,-88.28385899999999,42.163708,501 E Algonquin Rd,,Algonquin,IL,60102,3096.0,MCHENRY,0,0,0.0,0.0,0,0.0,0,0
1803,Pierre's Bakery West,-87.78181500000001,41.850826,6310 W Cermak Rd,,Berwyn,IL,60402,,COOK,0,0,0.0,0.0,0,0.0,0,0
1804,Aden Poultry Inc,-87.697525,41.968513,2731 W Lawrence Ave,,Chicago,IL,60625,3703.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1805,Walgreens 11411,-88.61346400000001,42.407585,395 S Division St,,Harvard,IL,60033,3258.0,MCHENRY,0,0,0.0,0.0,0,0.0,0,0
1806,Okams Quick & Easy,-89.631271,39.794563000000004,1730 E Cook St,,Springfield,IL,62703,1819.0,SANGAMON,0,0,0.0,0.0,0,0.0,0,0
1807,7-Eleven 13344,-88.06723000000001,41.829674,3S035 Park Blvd,,Glen Ellyn,IL,60137,7234.0,DU PAGE,0,0,0.0,0.0,0,0.0,0,0
1808,SINCLAIR FD SOUTH INC,-90.318947,39.106041,202 Sinclair Dr,,Jerseyville,IL,62052,2368.0,JERSEY,0,0,0.0,0.0,0,0.0,0,0
1809,Dollar General 11565,-87.55989100000001,41.751765999999996,2649 E 79th St,,Chicago,IL,60649,5227.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1810,Dollar General 11594,-89.923805,39.728062,4855 Waverly Rd,,New Berlin,IL,62670,,SANGAMON,0,0,0.0,0.0,0,0.0,0,0
1811,Niles Polish Deli,-87.824928,42.038616,8705 N Milwaukee Ave,,Niles,IL,60714,1947.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1812,AB supermarkets LLC,-88.734741,41.945259,1612 Sycamore Rd,,Dekalb,IL,60115,2034.0,DE KALB,0,0,0.0,0.0,0,0.0,0,0
1813,Dollar Tree 4056,-87.71743000000001,41.997242,3521 W Devon Ave,,Chicago,IL,60659,1305.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1814,Dollar Tree 3918,-87.664963,41.810093,4609 S Ashland Ave,,Chicago,IL,60609,3252.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1815,Dollar Tree 833,-88.0485,42.039333,1243 E Higgins Rd,,Schaumburg,IL,60173,4939.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1816,Dollar Tree 4079,-88.335732,42.159866,836 S Randall Rd,,Algonquin,IL,60102,5932.0,MCHENRY,0,0,0.0,0.0,0,0.0,0,0
1817,Dollar Tree 1080,-87.903503,41.907227,6 W North Ave,Ste 600,Northlake,IL,60164,2304.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1818,Dollar Tree 3830,-87.863213,41.078911,503 Riverstone Pkwy,,Kankakee,IL,60901,7207.0,KANKAKEE,0,0,0.0,0.0,0,0.0,0,0
1819,Dollar Tree 4127,-88.123177,41.795849,1255 E Ogden Ave,,Naperville,IL,60563,8539.0,DU PAGE,0,0,0.0,0.0,0,0.0,0,0
1820,Walgreens 04561,-88.33764599999999,41.864822,1918 W Fabyan Pkwy,,Batavia,IL,60510,1215.0,KANE,0,0,0.0,0.0,0,0.0,0,0
1821,Walgreens 05366,-88.150436,41.972912,5500 County Farm Rd,,Hanover Park,IL,60133,5104.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1822,Walgreens 06518,-88.151337,41.888111,27W171 Geneva Rd,,Winfield,IL,60190,2058.0,DU PAGE,0,0,0.0,0.0,0,0.0,0,0
1823,Walgreens 06795,-88.357315,41.917576000000004,3351 W Main St,,Saint Charles,IL,60175,1004.0,KANE,0,0,0.0,0.0,0,0.0,0,0
1824,Walgreens 07545,-88.117462,42.025864,1461 W Schaumburg Rd,,Schaumburg,IL,60194,4051.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1825,Walgreens 06508,-88.203094,41.680679,2915 Hassert Blvd,,Naperville,IL,60564,5203.0,WILL,0,0,0.0,0.0,0,0.0,0,0
1826,Walgreens 12089,-89.027626,37.787987,1606 S Park Ave,,Herrin,IL,62948,4169.0,WILLIAMSON,0,0,0.0,0.0,0,0.0,0,0
1827,7-Eleven 30126,-88.003822,42.003516999999995,900 S. Arlington Hts Rd,,Elk Grove Villiage,IL,60007,,COOK,0,0,0.0,0.0,0,0.0,0,0
1828,Isaac & Moishe Deli Produce,-87.8088,42.202296999999994,311 Waukegan Ave,,Highwood,IL,60040,1312.0,LAKE,0,0,0.0,0.0,0,0.0,0,0
1829,Walgreens 12305,-90.154076,41.440411,1009 S Oakwood Ave,,Geneseo,IL,61254,1937.0,HENRY,0,0,0.0,0.0,0,0.0,0,0
1830,7-Eleven 32885,-87.639328,41.923683000000004,2264 N Clark St,,Chicago,IL,60614,3853.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1831,7-Eleven 33086,-87.629211,41.877121,343 S Dearborn St,,Chicago,IL,60604,,COOK,0,0,0.0,0.0,0,0.0,0,0
1832,7-Eleven 33692,-87.636101,41.879397999999995,318 W Adams St,,Chicago,IL,60606,,COOK,0,0,0.0,0.0,0,0.0,0,0
1833,7-Eleven 33725 33725,-87.62248199999999,41.892544,201 E Ohio St,Fl 1,Chicago,IL,60611,3630.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1834,7-Eleven 33843 33843,-87.66391800000001,41.957066,4116 N Clark St,,Chicago,IL,60613,1905.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1835,Casey's General Store 2820,-87.986343,41.871479,310 S Jackson,,Cerro Gordo,IL,61818,,PIATT,0,0,0.0,0.0,0,0.0,0,0
1836,Family Dollar 8076,-87.694283,41.571064,17521 S Kedzie Ave,,Hazel Crest,IL,60429,,COOK,0,0,0.0,0.0,0,0.0,0,0
1837,Eastern Halal Food & Grocery,-88.15387700000001,42.009983,1101 East Ave,,Streamwood,IL,60107,2201.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1838,Direct USA,-88.186104,41.518269000000004,175 McDonald Ave,Ste B,Joliet,IL,60431,7905.0,WILL,0,0,0.0,0.0,0,0.0,0,0
1839,Dollar Tree 4172,-89.128372,41.358311,1647 38th St,Ste A,Peru,IL,61354,1006.0,LA SALLE,0,0,0.0,0.0,0,0.0,0,0
1840,7-Eleven 33869,-87.949585,42.172184,1165 Weiland Rd,,Buffalo Grove,IL,60089,7006.0,LAKE,0,0,0.0,0.0,0,0.0,0,0
1841,PEORIA PACKING LTD.,-87.658905,41.885525,1300 W Lake St,,Chicago,IL,60607,1512.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1842,7-Eleven 33903,-87.856895,41.900749,1500 N 19th Ave,,Melrose Park,IL,60160,2020.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1843,7 Eleven 33742,-87.937469,41.899547999999996,155 E 1st St,,Elmhurst,IL,60126,2818.0,DU PAGE,0,0,0.0,0.0,0,0.0,0,0
1844,Morelia Supermarket Inc,-87.690269,42.014202000000004,7300 N Western Ave,Ste B,Chicago,IL,60645,1833.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1845,Walgreens 06866,-87.890297,42.042767,1378 Miner St,,Des Plaines,IL,60016,3372.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1846,Mediterranean Mart,-89.611053,40.746944,1223 W Glen Ave,,Peoria,IL,61614,4701.0,PEORIA,0,0,0.0,0.0,0,0.0,0,0
1847,BG Mini Mart Inc,-90.364243,41.483883,502 1st Ave,,Colona,IL,61241,,HENRY,0,0,0.0,0.0,0,0.0,0,0
1848,La Ilusion Bakery,-88.257797,42.132175,134 N Kennedy Dr,,Carpentersville,IL,60110,1616.0,KANE,0,0,0.0,0.0,0,0.0,0,0
1849,Calumet City Food & Liquor,-87.551163,41.622772,1076 Sibley Blvd,,Calumet City,IL,60409,2413.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1850,Village Market Place 2,-88.09255999999999,41.888435,891 E Geneva Rd,,Carol Stream,IL,60188,2807.0,DU PAGE,0,0,0.0,0.0,0,0.0,0,0
1851,Circle K # 171,-87.894478,41.163021,1090 Main St NW,,Bourbonnais,IL,60914,,KANKAKEE,0,0,0.0,0.0,0,0.0,0,0
1852,Lakha Food Mart,-87.624268,41.743815999999995,8259 S State St,,Chicago,IL,60619,4720.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1853,Busy Bee Supermarket,-87.664436,41.791142,5659 S Ashland Ave,,Chicago,IL,60636,1313.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1854,AFRO- CARIBBEAN MART,-88.08783000000001,41.703781,265 N Schmidt Rd,,Bolingbrook,IL,60440,1701.0,WILL,0,0,0.0,0.0,0,0.0,0,0
1855,Save-A-Lot,-90.64829300000001,40.913113,200 N Main St,,Monmouth,IL,61462,1741.0,WARREN,0,0,0.0,0.0,0,0.0,0,0
1856,King 83rd Inc,-87.614807,41.743938,8258 S King Dr,,Chicago,IL,60619,4904.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1857,7-Eleven 18772,-88.039299,42.066677,1644 E Algonquin Rd,,Schaumburg,IL,60173,4118.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1858,CREMERIA SANTA MARIA  1,-87.71093,41.844509,3424 W 26th St,fl 1st,CHICAGO,IL,60623,4061.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1859,Irving Shell Gas and Food Inc.,-87.795738,41.952723999999996,6747 W Irving Park Rd,,Chicago,IL,60634,2304.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1860,S & J Mobil Oil Inc,-87.624687,41.756172,7601 S State St,,Chicago,IL,60619,2316.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1861,Papa Murphys Pizza Il050,-88.95768000000001,39.891166999999996,255 West Mound Rd.,,Decatur,IL,62521,,MACON,0,0,0.0,0.0,0,0.0,0,0
1862,Papa Murphys Pizza IL051,-87.630638,40.173054,3100 N. Vermillion,,Danville,IL,61832,,VERMILION,0,0,0.0,0.0,0,0.0,0,0
1863,Papa Murphys Pizza IL056,-88.367775,39.481559999999995,1112 Charleston Ave,,Mattoon,IL,61938,4129.0,COLES,0,0,0.0,0.0,0,0.0,0,0
1864,Papa Murphys Pizza IL058,-89.625618,40.567859999999996,1807 Broadway St,,Pekin,IL,61554,3821.0,TAZEWELL,0,0,0.0,0.0,0,0.0,0,0
1865,Casey's General Store 2819,-88.990723,40.606621000000004,202 E Franklin St,,Hudson,IL,61748,9000.0,MCLEAN,0,0,0.0,0.0,0,0.0,0,0
1866,Halsted Groceries Inc,-87.64439399999999,41.765423,7059 S Halsted St,,Chicago,IL,60621,1713.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1867,Ed's Food Mart Inc,-87.620514,41.679501,11809 S Michigan Ave,,Chicago,IL,60628,6214.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1868,7-Eleven 34077,-88.03429399999999,41.833019,2S651 Lloyd Ave,,Lombard,IL,60148,5261.0,DU PAGE,0,0,0.0,0.0,0,0.0,0,0
1869,7 Eleven 27599,-87.788979,41.857986,6603 16th St,,Berwyn,IL,60402,1319.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1870,Jasmin Oriental Mart,-88.081459,41.913879,1504 Bloomingdale Rd,Ste A,Glendale Heights,IL,60139,2753.0,DU PAGE,0,0,0.0,0.0,0,0.0,0,0
1871,CVS 4688,-87.641869,41.706882,745 W 103rd St,,Chicago,IL,60628,2341.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1872,Sidell Grocery,-87.821411,39.908722,206 Gray St.,,Sidell,IL,61876,,VERMILION,0,0,0.0,0.0,0,0.0,0,0
1873,Aldi 65,-87.66035500000001,41.994960999999996,6221 N Broadway St,,Chicago,IL,60660,1902.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1874,Dollar General 7796,-90.755287,41.199936,610 SW 3rd St,,Aledo,IL,61231,1808.0,MERCER,0,0,0.0,0.0,0,0.0,0,0
1875,Dollartree 644,-87.76690699999999,41.938621999999995,5616 W Belmont Ave,,Chicago,IL,60634,5301.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1876,Amigo Express,-88.94950899999999,40.484238,502 N Prospect Rd,Ste 22,Bloomington,IL,61704,7725.0,MCLEAN,0,0,0.0,0.0,0,0.0,0,0
1877,Schafers Fisheries,-90.12195600000001,41.898949,21985 Waller Rd,,Fulton,IL,61252,9780.0,WHITESIDE,0,0,0.0,0.0,0,0.0,0,0
1878,Super Espiga,-87.74807,41.862232,4920 W 14th St,,Cicero,IL,60804,1417.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1879,hometown express #1,-90.151703,41.439613,365 US Highway 6 E,,Geneseo,IL,61254,8637.0,HENRY,0,0,0.0,0.0,0,0.0,0,0
1880,hometown express #2,-90.043091,41.164227000000004,12 SW 2nd St,,Galva,IL,61434,1711.0,HENRY,0,0,0.0,0.0,0,0.0,0,0
1881,hometown express #3,-90.163963,41.113819,108 S Depot St,,Altona,IL,61414,5072.0,KNOX,0,0,0.0,0.0,0,0.0,0,0
1882,S & M Food Market Inc,-87.669426,41.792019,5600 S Wood St,,Chicago,IL,60636,1226.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1883,Walgreens 12304,-87.697678,41.931754999999995,2744 N California Ave,,Chicago,IL,60647,1736.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1884,Walgreens 04355,-88.034035,42.110477,12 N Northwest Hwy,,Palatine,IL,60067,5323.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1885,Walgreens 12744,-89.080475,39.388451,108 S Poplar St,,Pana,IL,62557,1404.0,CHRISTIAN,0,0,0.0,0.0,0,0.0,0,0
1886,Farm Fresh Dairy Store,-88.920486,38.000034,316 N Main St,,Benton,IL,62812,1313.0,FRANKLIN,0,0,0.0,0.0,0,0.0,0,0
1887,Rahmat Meat and Grocery,-87.684296,41.997898,2158 W Devon Ave,,Chicago,IL,60659,2127.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1888,Wing Ho 128 Inc,-87.632713,41.845573,244 W 26th St,,Chicago,IL,60616,,COOK,0,0,0.0,0.0,0,0.0,0,0
1889,Lambos 3 BP,-88.303925,39.483662,100 Miller Rd,,Mattoon,IL,61938,9355.0,COLES,0,0,0.0,0.0,0,0.0,0,0
1890,Family Dollar 7981,-90.007317,38.593067,10231 Lincoln Trl,,Fairview Heights,IL,62208,1827.0,ST CLAIR,0,0,0.0,0.0,0,0.0,0,0
1891,Casey's General Store 2827,-88.418892,41.241446999999994,602 East St,,Mazon,IL,60444,6042.0,GRUNDY,0,0,0.0,0.0,0,0.0,0,0
1892,Dollar General 11698,-89.2239,40.258709,101 Empire St,,Atlanta,IL,61723,7551.0,LOGAN,0,0,0.0,0.0,0,0.0,0,0
1893,Dollar General 11803,-87.715118,41.557102,4039 183rd St,,Country Club Hills,IL,60478,5306.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1894,Walgreens 00259,-87.688225,41.942677,3358 N Western Ave,,Chicago,IL,60618,6213.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1895,Walgreens 05147,-87.74703199999999,42.047539,9150 Skokie Blvd,,Skokie,IL,60077,1785.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1896,Adrians Food Market,-87.719879,41.931919,3700 W Diversey Ave,,Chicago,IL,60647,1116.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1897,Mobil Gas Station,-87.632607,41.779903000000004,251 W 63rd St,,Chicago,IL,60621,3213.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1898,Marathon Lake,-87.835701,41.888973,204 Lake St,,Maywood,IL,60153,1626.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1899,KT Mini Mart & Gas,-87.630661,40.16724,2602 N Vermilion St,,Danville,IL,61832,1430.0,VERMILION,0,0,0.0,0.0,0,0.0,0,0
1900,7-Eleven 32335,-88.2304,41.746281,600 S Frontenac St,,Aurora,IL,60504,3147.0,DU PAGE,0,0,0.0,0.0,0,0.0,0,0
1901,7-Eleven 30137,-88.11621099999999,41.858672999999996,625 W Roosevelt Rd,,Wheaton,IL,60187,5059.0,DU PAGE,0,0,0.0,0.0,0,0.0,0,0
1902,TAI NAM CORPORATION,-87.65971400000001,41.972282,4925 N Broadway St,,Chicago,IL,60640,3017.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1903,Quick Food Mart,-87.73085,41.880699,4200 W Madison St,,Chicago,IL,60624,2285.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1904,Walgreens 09438,-87.624542,41.882992,30 N Michigan Ave,Lbby,Chicago,IL,60602,3400.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1905,Walgreens 00528,-87.840118,42.251335,296 E Deerpath,,Lake Forest,IL,60045,1940.0,LAKE,0,0,0.0,0.0,0,0.0,0,0
1906,Walgreens 12584,-87.821678,42.13364,1050 Waukegan Rd,,Northbrook,IL,60062,3700.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1907,Walgreens 01656,-87.745964,42.119564000000004,63 Green Bay Rd,,Glencoe,IL,60022,4416.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1908,Walgreens 01438,-87.861816,42.197884,2501 Waukegan Rd,,Bannockburn,IL,60015,1569.0,LAKE,0,0,0.0,0.0,0,0.0,0,0
1909,Walgreens 02528,-87.848969,42.106941,2871 Pfingsten Rd,,Glenview,IL,60026,1153.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1910,Walgreens 03926,-87.7715,42.101535999999996,1825 Willow Rd,,Northfield,IL,60093,2925.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1911,Walgreens 04097,-87.985733,42.385914,7501 Grand Ave,,Gurnee,IL,60031,1551.0,LAKE,0,0,0.0,0.0,0,0.0,0,0
1912,Walgreens 04674,-87.95829,42.24044,261 E Townline Rd,,Vernon Hills,IL,60061,1565.0,LAKE,0,0,0.0,0.0,0,0.0,0,0
1913,Walgreens 04778,-88.021187,42.254234000000004,701 S Midlothian Rd,,Mundelein,IL,60060,2686.0,LAKE,0,0,0.0,0.0,0,0.0,0,0
1914,Walgreens 04988,-87.965294,42.182583,1701 N Buffalo Grove Rd,,Buffalo Grove,IL,60089,6888.0,LAKE,0,0,0.0,0.0,0,0.0,0,0
1915,Walgreens 05106,-88.035126,42.359566,460 E Washington St,,Grayslake,IL,60030,7961.0,LAKE,0,0,0.0,0.0,0,0.0,0,0
1916,Walgreens 05108,-88.074547,42.415432,305 E Grand Ave,,Lake Villa,IL,60046,7834.0,LAKE,0,0,0.0,0.0,0,0.0,0,0
1917,Walgreens 05256,-87.933205,42.202099,225 Milwaukee Ave,,Lincolnshire,IL,60069,3019.0,LAKE,0,0,0.0,0.0,0,0.0,0,0
1918,7-Eleven 32717,-88.20184300000001,42.031147,1 S Sutton Rd,,Streamwood,IL,60107,3367.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1919,7 Eleven 13385,-87.993713,41.883526,246 Westmore Meyers Rd,,Lombard,IL,60148,3041.0,DU PAGE,0,0,0.0,0.0,0,0.0,0,0
1920,7 Eleven 33770,-87.98853299999999,41.901543,610 N Addison,,VILLA PARK,IL,60181,,DU PAGE,0,0,0.0,0.0,0,0.0,0,0
1921,649 North Ashland Ave Gas & Mini Mart LLC,-87.66716,41.8936,649 N Ashland Ave,,Chicago,IL,60622,6013.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1922,Dollar General 11703,-89.576706,41.988354,107 E Dixon Street,,Polo,IL,61064,,OGLE,0,0,0.0,0.0,0,0.0,0,0
1923,Dollar General 11732,-89.600334,40.645618,110 N Main St,,Creve Coeur,IL,61610,4036.0,TAZEWELL,0,0,0.0,0.0,0,0.0,0,0
1924,Dollar  General 11784,-87.63022600000001,41.750793,219 W 79th St,,Chicago,IL,60620,1129.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1925,Patel Brothers,-88.164764,41.9417,2410 Army Trail Rd,,Hanover Park,IL,60133,3012.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1926,Rog Marathon,-87.665962,42.018734,7550 N Sheridan Rd,,Chicago,IL,60626,1429.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1927,Family Dollar 3320,-90.122299,38.708378,2600 Nameoki Rd Suite A,,Granite City,IL,62040,5634.0,MADISON,0,0,0.0,0.0,0,0.0,0,0
1928,Family Dollar 3725,-90.12376400000001,38.729263,3801 Nameoki Rd,,Granite City,IL,62040,,MADISON,0,0,0.0,0.0,0,0.0,0,0
1929,Open Pantry,-87.68248,42.04126,821 Dempster St,,Evanston,IL,60201,4303.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1930,Crown Mart,-90.108528,38.572128,5851 Bond Ave,,East Saint Louis,IL,62207,2323.0,ST CLAIR,0,0,0.0,0.0,0,0.0,0,0
1931,Roxanne Foodmart Inc,-87.645073,41.79237,5601 S Halsted St,,Chicago,IL,60621,2231.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1932,Target 2559,-88.722054,41.956112,2555 Sycamore Rd,,Dekalb,IL,60115,2051.0,DE KALB,0,0,0.0,0.0,0,0.0,0,0
1933,7-Eleven 33141,-88.272865,41.735027,1680 Montgomery Rd,,Aurora,IL,60504,8899.0,DU PAGE,0,0,0.0,0.0,0,0.0,0,0
1934,Food For Less #566,-87.592125,41.622646,1000 E Sibley Blvd,,Dolton,IL,60419,2826.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1935,M K Poultry Inc,-87.689293,41.801097999999996,2600 W 51st St,,Chicago,IL,60632,1543.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1936,7-Eleven 30135,-88.06289699999999,42.124817,799 W Northwest Hwy,,Palatine,IL,60067,2303.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1937,7-Eleven 13314,-87.702446,41.706108,10301 S Sawyer Ave,,Chicago,IL,60655,2411.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1938,Buy Low Food & Liquor,-87.645638,41.735989000000004,849 W 87th St,,Chicago,IL,60620,3200.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1939,Sunset Foods 4,-87.981125,42.305614,1451 Peterson Rd,,Libertyville,IL,60048,1001.0,LAKE,0,0,0.0,0.0,0,0.0,0,0
1940,Sunset Foods 3,-87.873253,42.224323,825 S Waukegan Rd,,Lake Forest,IL,60045,,LAKE,0,0,0.0,0.0,0,0.0,0,0
1941,Sunset Foods 2,-87.826202,42.131161,1127 Church St,,Northbrook,IL,60062,8302.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1942,Supermercado El Rio,-87.66278100000001,41.162479,15 N Dixie Hwy,,Momence,IL,60954,1503.0,KANKAKEE,0,0,0.0,0.0,0,0.0,0,0
1943,QC Mart,-90.513542,41.489208000000005,2302 16th St,,Moline,IL,61265,4824.0,ROCK ISLAND,0,0,0.0,0.0,0,0.0,0,0
1944,7-Eleven 33868B,-88.088821,41.829689,1277 Butterfield Rd,,Wheaton,IL,60189,8809.0,DU PAGE,0,0,0.0,0.0,0,0.0,0,0
1945,United Discount Food & Liquor,-88.940285,39.834087,737 S Jasper St,,Decatur,IL,62521,2878.0,MACON,0,0,0.0,0.0,0,0.0,0,0
1946,7-Eleven 33831,-88.335098,41.912632,1705 W Main St,,Saint Charles,IL,60174,1631.0,KANE,0,0,0.0,0.0,0,0.0,0,0
1947,CVS 1768,-87.699692,41.506187,3400 Lincoln Hwy,,Olympia Fields,IL,60461,1703.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1948,CVS 5774,-88.020126,42.275397999999996,1101 W Maple Ave,,Mundelein,IL,60060,1437.0,LAKE,0,0,0.0,0.0,0,0.0,0,0
1949,7-Eleven 33146D,-88.303268,41.810783,718 Butterfield Rd,,North Aurora,IL,60542,1412.0,KANE,0,0,0.0,0.0,0,0.0,0,0
1950,7-Eleven 33774A,-87.866783,41.834408,704 E 31st St,,La Grange Park,IL,60526,1222.0,COOK,0,0,0.0,0.0,0,0.0,0,0
1951,7-Eleven 33853A,-88.205017,41.798046,1663 N Route 59,,Naperville,IL,60563,9002.0,DU PAGE,0,0,0.0,0.0,0,0.0,0,0
1952,Tienda Mexicana Voluntad De Dios,-87.62953900000001,40.191071,3716 N Vermilion St,Ste A,Danville,IL,61832,1255.0,VERMILION,0,0,0.0,0.0,0,0.0,0,0
1953,Center Food & Liquor Inc,-87.626274,41.506218,223 E Lincoln Hwy,,Chicago Heights,IL,60411,2836.0,COOK,0,0,0.0,0.0,0,0.0,0,0
