,Store_Name,Longitude,Latitude,Address,Address Line #2,City,State,Zip5,Zip4,County,place_id,googlename,googlelat,googlelon,googleaddress,cost,multiple,how
0,Shital Grocery,-87.934921,42.139168,759 W Dundee Rd,,Wheeling,IL,60090,2605.0,COOK,ChIJi56wdwC8D4gRLndKqR68Gms,Shital Grocery & Video,42.1388805,-87.9351579,"759 West Dundee Road, Wheeling",,1,address first word
1,THE BUTCHER BLOCK,-91.402412,39.931896,819 Maine St,,Quincy,IL,62301,4014.0,ADAMS,ChIJR5U_Y6r33YcRPnJXdoRndSQ,Butcher Block,39.93217499999999,-91.402406,"819 Maine Street, Quincy",,1,address first word
2,ROCHELLE SHELL 363834216,-89.066551,41.934017,505 W Highway 38,,Rochelle,IL,61068,1199.0,OGLE,ChIJ6T2tz43fCIgR8zzYH9E9e1k,Shell,41.93359,-89.067059,"Illinois 2, Rochelle",2.0,1,name 1 & 2 (none first)
3,PONTOON BEACH MOBIL,-90.071609,38.750298,1281 Engineer Rd,,Pontoon Beach,IL,62040,2891.0,MADISON,ChIJ0dCBubNW34cR0Cm9CrgpCOY,Mobil,38.7506285,-90.07134049999999,"1281 Engineers Road, Pontoon Beach",,1,address first word
4,OLD TIME MEAT & DELI SHOPPE,-88.245689,40.090903999999995,2018 S Neil St,,Champaign,IL,61820,7220.0,CHAMPAIGN,ChIJteBcVtXWDIgRJQXqyaMBP0c,Old Time Meat & Deli Shop,40.0919027,-88.245361,"2018 South Neil Street, Champaign",,1,address first word
5,BLUE ISLAND CITGO,-87.69970699999999,41.662449,3196 Burr Oak Ave,,Blue Island,IL,60406,3936.0,COOK,ChIJmV2JhVQ7DogRCPfuqyjL_Sg,Shell,41.66240699999999,-87.699612,"3196 West 127th Street, Blue Island",2.0,2,name 1 and address 1 (more than one first) 
6,SOUTH SIDE MARATHON INC,-87.693428,41.779179,2800 W 63rd St,,Chicago,IL,60629,2313.0,COOK,ChIJvQBtbSsuDogRDm82qHLGtX8,Marathon Gas,41.7793099,-87.69379819999999,"2800 West 63rd Street, Chicago",,1,address first word
7,BUTERA MARKET,-88.31532299999999,41.996204,1175 W Spring St,,South Elgin,IL,60177,1408.0,KANE,ChIJq7Ge3q8ED4gRVq6Unuf-yfg,Butera Market,41.99545699999999,-88.314127,"1175 West Spring Street, South Elgin",,1,address first word
8,MORSE FOOD AND MEAT MARKET,-87.666962,42.007919,1430 W Morse Ave,,Chicago,IL,60626,3480.0,COOK,ChIJm9QhMa7RD4gRNArLQftoypk,Morse Fresh Market,42.0079887,-87.66709,"1430 West Morse Avenue, Chicago",,1,address first word
9,81ST AND RACINE CITGO INC,-87.653679,41.746632,8106 S Racine Ave,,Chicago,IL,60620,3013.0,COOK,ChIJhewI_XkvDogR2vGNXQlajE0,RACINE CITGO,41.7466494,-87.6539146,"8106 South Racine Avenue, Chicago",,1,address first word
10,21ST Food Market Inc,-87.72489200000001,41.853664,2022 S Pulaski Rd,# 24,Chicago,IL,60623,2854.0,COOK,ChIJmXIpn1kyDogR5agaUzzGzlk,21st Food Mart,41.8536237,-87.7250048,"2024 South Pulaski Road, Chicago",,4,name 1 & 2 (none first)
11,SULLIVAN FOODS 240,-89.927299,41.223671,605 Tenney St,,Kewanee,IL,61443,3738.0,HENRY,ChIJp-SMo2EBCogRqNp26vKqywY,Sullivan's Foods Fuel,41.2236104,-89.9277567,"605 Tenney Street, Kewanee",,1,address first word
12,WALLY'S MARKET III,-87.961578,42.048332,1731 W Golf Rd,,Mount Prospect,IL,60056,4025.0,COOK,ChIJtwenT5CwD4gRGOPJbrQdzwA,Wally's Markets,42.0475712,-87.96234299999999,"1731 West Golf Road, Mount Prospect",,1,address first word
13,Pershing Center,-87.632385,41.823582,243 W Pershing Rd,,Chicago,IL,60609,2845.0,COOK,ChIJZ0_5LBosDogRM1T4857ghq8,Mobil,41.8234565,-87.6328891,"243 West Pershing Road, Chicago",,1,address first word
14,RITE PRICE,-88.135223,42.025104999999996,2227 W Schaumburg Rd,,Schaumburg,IL,60194,3891.0,COOK,ChIJZyfDhEqoD4gRn7kuFZjkNXU,RitePrice African Food Market,42.024453,-88.13576990000001,"2227 West Schaumburg Road, Schaumburg",,1,address first word
15,Circle K 41,-89.079735,42.266926,1030 E State St,,Rockford,IL,61104,2139.0,WINNEBAGO,ChIJM1Mdq86_CIgRyrSsO96dMjc,BP,42.26732210000001,-89.0805638,"1030 East State Street, Rockford",,1,address first word
16,D & S QUICK FOOD,-87.539536,41.616928,645 Burnham Ave,,Calumet City,IL,60409,4032.0,COOK,ChIJs6c8IoAgDogRlG1afxNEyKw,Carquest Auto Parts,41.6163347,-87.5399181,"656 Burnham Avenue, Calumet City",,1,name first word
17,DOLLAR GENERAL 7581,-89.186325,37.048019000000004,14144 Turner Ln,,Cairo,IL,62914,3100.0,ALEXANDER,,,,,,,0,name second word
18,DOLLAR GENERAL 9182,-90.216072,39.902733000000005,5717 IL Route 78,,Virginia,IL,62691,1399.0,CASS,,,,,,,0,name second word
19,DOLLAR GENERAL 9247,-88.968407,40.489917999999996,1209 Towanda Ave,,Bloomington,IL,61701,3423.0,MCLEAN,ChIJ50IGukdwC4gRVvJX_KaIWsE,Dollar General,40.4895506,-88.9669303,"1209 Towanda Avenue, Bloomington",1.0,1,name 1 and address 1 (more than one first) 
20,DOLLAR GENERAL 1110,-90.75930799999999,39.982525,204 Pittsfield Rd,,Mount Sterling,IL,62353,1626.0,BROWN,ChIJJ_niIlad4IcRx6IUCKA1E2w,Dollar General,39.9824104,-90.7588506,"204 Pittsfield Road, Mount Sterling",1.0,1,address first word
21,Dollar General 9157,-91.125771,40.416168,1101 Buchanan St,,Carthage,IL,62321,1249.0,HANCOCK,ChIJU2brHDDM4IcRSve57IBa0Ro,Dollar General,40.4167192,-91.1267656,"1011 Buchanan Street, Carthage",1.0,1,name first word
22,DOLLAR GENERAL 7890,-88.89945999999999,37.919662,905 Factory Outlet Blvd,,West Frankfort,IL,62896,4285.0,FRANKLIN,,,,,,,0,name second word
23,El Barakah Supermarket,-87.560486,41.763927,7300 S South Shore Dr,,CHICAGO,IL,60649,,COOK,,,,,,,0,name second word
24,DOLLAR GENERAL 9305,-88.366051,37.426125,479 Main St,,Rosiclare,IL,62982,1001.0,HARDIN,,,,,,,0,name second word
25,DOLLAR GENERAL 8772,-89.11421999999999,37.875328,218 S Main St,,Royalton,IL,62983,,FRANKLIN,ChIJZ9fgcrcYd4gRTakyAYwYKQQ,Church of the Nazarene,37.8769941,-89.1128722,"412 W Third Street South, Royalton",,1,name second word
26,DOLLAR GENERAL 9386,-90.403297,40.796177,505 S Commercial Dr,,Abingdon,IL,61410,1603.0,KNOX,ChIJ5WomloKw4YcRiUoZ_4j2L7c,Dollar General,40.79615,-90.40404799999999,"505 South Commercial Drive, Abingdon",1.0,1,address first word
27,BUDDY'S CITGO,-87.654915,41.663094,1336 W 127TH ST,,CALUMET PARK,IL,60643,,COOK,ChIJN7cFNnwkDogR9zh8fzY462A,Buddy's Citgo,41.66333700000001,-87.6553134,"1336 West 127th Street, Calumet Park",,1,address first word
28,SDS STORES INC,-89.69573199999999,38.534988,409 E Hanover St,,New Baden,IL,62265,1903.0,CLINTON,ChIJRyUhZS5zdogRdI-xwaa1_Sw,Kokomo Joes,38.53495849999999,-89.69507689999999,"409 East Hanover Street, New Baden",,1,address first word
29,DOLLAR GENERAL 9474,-91.052986,40.039516,804 E Wood St,,Camp Point,IL,62320,1437.0,ADAMS,ChIJF7eKMB-m4IcRtkgDiB3eu2I,Dollar General,40.040302,-91.0541945,"804 East Wood Street, Camp Point",1.0,1,address first word
30,DOLLAR GENERAL 9680,-89.574409,40.728809000000005,3419 N Prospect Rd,,Peoria,IL,61603,1519.0,PEORIA,ChIJDwD6vztaCogRgjmux9hiuTo,Dollar General,40.72878389999999,-89.5748735,"3419 North Prospect Road, Peoria",1.0,1,address first word
31,DOLLAR GENERAL 4576,-89.040283,38.091834999999996,811 E Franklin St,,Sesser,IL,62884,1622.0,FRANKLIN,ChIJf6e5u1zcdogRb_QE9EP7nPE,Dollar General,38.09126240000001,-89.04040409999999,"811 East Franklin Avenue, Sesser",1.0,1,address first word
32,DOLLAR GENERAL 9368,-88.54032099999999,37.747101,1107 N Main St,,Harrisburg,IL,62946,1076.0,SALINE,ChIJrV3I2ZnDcIgRvXyKbdbm0ZQ,Dollar General,37.74770650000001,-88.54081029999999,"1107 North Main Street, Harrisburg",1.0,1,address first word
33,DOLLAR GENERAL 9498,-87.994186,40.761719,610 S Crescent St,,Gilman,IL,60938,1516.0,IROQUOIS,ChIJ5R-vVkClDYgRQ_Bg_KY09QE,Dollar General,40.7615286,-87.99475650000001,"610 South Crescent Street, Gilman",1.0,1,address first word
34,DOLLAR GENERAL 9297,-89.185158,37.727001,110 N Giant City Rd,,Carbondale,IL,62902,6408.0,JACKSON,ChIJ9x3uEVwRd4gR7i8tyRZwpTg,Dollar General,37.7272055,-89.18577379999999,"110 North Giant City Road, Carbondale",1.0,1,address first word
35,Dollar General 9734,-90.494675,40.564774,18245 US 41,,BUSHNELL,IL,61422,,MCDONOUGH,ChIJS5AfV85T4IcRJ-xUbG3nd8A,Dollar General,40.56478969999999,-90.4946167,"US, 18245 Illinois 41, Bushnell",1.0,1,name first word
36,Dollar General 9555,-88.54908,38.303043,1606 W Robinson,,Wayne City,IL,62895,,WAYNE,,,,,,,0,name second word
37,DOLLAR GENERAL 6226,-88.573402,40.027885,400 W Center St,# B,Monticello,IL,61856,1613.0,PIATT,ChIJeWOXa5azDIgRvffoEPwV1sg,Dollar General,40.0282822,-88.57430029999999,"400 West Center Street, Monticello",1.0,1,name 1 and address 1 (more than one first) 
38,DOLLAR GENERAL 6340,-89.280815,40.015228,423 E Chestnut St,,Mount Pulaski,IL,62548,1006.0,LOGAN,ChIJw_9LWQEtC4gR4vQM87PIxlk,Dollar General,40.0157457,-89.2799682,"423 East Chestnut Street, Mount Pulaski",1.0,1,address first word
39,DOLLAR GENERAL 4871,-90.07634,38.731578999999996,4101 Pontoon Rd,,Pontoon Beach,IL,62040,4345.0,MADISON,ChIJaRJJS_9T34cRYcxV2ZqtGQs,Dollar General,38.73187619999999,-90.0763558,"4101 Pontoon Road, Pontoon Beach",1.0,1,address first word
40,DOLLAR GENERAL 7954,-88.376671,39.463493,2007 Lake Land Blvd,,Mattoon,IL,61938,5923.0,COLES,ChIJSTMsZjsOc4gR_kfKA7I55-g,Dollar General,39.4632685,-88.37726099999999,"2007 Lakeland Boulevard, Mattoon",1.0,1,name first word
41,DOLLAR GENERAL 2588,-89.787689,39.011982,114 S Elm St,,Staunton,IL,62088,1467.0,MACOUPIN,ChIJgRTYH2mTdYgRQgYywqkspIQ,Brick House Florist and Gifts,39.0118857,-89.78744019999999,"100 West Main Street b, Staunton",,1,name first word
42,DOLLAR GENERAL 2639,-89.817787,37.897957,612 Chester Center,,Chester,IL,62233,1282.0,RANDOLPH,,,,,,,0,name second word
43,DOLLAR GENERAL 2982,-89.08242,37.74543,314 W Plaza Dr,,Carterville,IL,62918,1980.0,WILLIAMSON,ChIJ6ycLSJQ9d4gRX8I8KQpjZaY,Dollar General,37.7459899,-89.0830558,"314 Plaza Drive, Carterville",1.0,1,address first word
44,DOLLAR GENERAL 8617,-88.620621,37.683926,6500 US 45 S,,Carrier Mills,IL,62917,,SALINE,ChIJfeEQ5TnGcIgRJHVa5STrorQ,Dollar General,37.6834272,-88.6199458,"6500 U.S. 45, Carrier Mills",1.0,1,address first word
45,DOLLAR GENERAL 8435,-89.539169,40.372581,701 E 4th St,,Delavan,IL,61734,9615.0,TAZEWELL,ChIJU5nWHx_mCogR4YWDMnc8CYE,Dollar General,40.3725557,-89.5395017,"701 East 4th Street, Delavan",1.0,1,address first word
46,DOLLAR GENERAL 8708,-89.00212900000001,40.737629,903 W Main St,,El Paso,IL,61738,1495.0,WOODFORD,,,,,,,0,name second word
47,DOLLAR GENERAL 8738,-88.459526,41.658463,1435 Cannonball Trl,,Yorkville,IL,60560,4542.0,KENDALL,ChIJR4Gqfj3qDogRQulnTDmArdc,Dollar General,41.65931419999999,-88.46050699999999,"1435 Cannonball Trail, Yorkville",1.0,1,name first word
48,DOLLAR GENERAL 4836,-88.87046099999999,39.780567,900 N State Highway 121,,Mt Zion,IL,62549,1436.0,MACON,ChIJWyHr9d2ldIgRq5WvdA0C5i8,Dollar General,39.779379,-88.86966269999999,"900 Illinois 121, Mount Zion",1.0,1,address first word
49,Dollar General 7696,-88.747902,39.049858,913 S Main St,,Altamont,IL,62411,1743.0,EFFINGHAM,ChIJ6cljGLWLc4gRF1DiTALVBZg,Dollar General,39.0478612,-88.7472973,"913 South Main Street, Altamont",1.0,2,"name second word, >1 results"
50,DOLLAR GENERAL 2721,-88.965187,39.876373,655 W Pershing Rd,,Decatur,IL,62526,1632.0,MACON,ChIJY0Jr1ZWxdIgRGxhpo1QoII4,Express Employment Professionals,39.876035,-88.965402,"655 West Pershing Road, Decatur",,1,address first word
51,DOLLAR GENERAL 9023,-89.780563,39.454041,714 N 3rd St,,Girard,IL,62640,1040.0,MACOUPIN,ChIJpVnH24VxdYgRrG3OOj0ZIow,Dollar General,39.4548288,-89.7800354,"714 North 3rd Street, Girard",1.0,1,address first word
52,DOLLAR GENERAL 7462,-88.98700000000001,40.312053999999996,803 W Cleveland St,,Heyworth,IL,61745,9189.0,MCLEAN,ChIJk-ET_9BpC4gRvaW73xYoyao,Dollar General,40.3126859,-88.98672049999999,"803 West Cleveland Street, Heyworth",1.0,1,address first word
53,DOLLAR GENERAL 6279,-87.855324,42.388618,2005 N Lewis Ave,,Waukegan,IL,60087,4721.0,LAKE,ChIJuc6sqrTyD4gRRl9qbVhYCxM,Wendy's,42.3886492,-87.8549639,"2005 North Lewis Avenue, Waukegan",1.0,1,address first word
54,Mangos Fresh Market & Deli,-87.88929,42.107403000000005,648 N Milwaukee Ave,,Prospect Heights,IL,60070,2353.0,COOK,ChIJLVKbx_u4D4gRhXgIBAZTybI,Mango's Fresh Deli & Market,42.1072309,-87.8917926,"648 North Milwaukee Avenue, Prospect Heights",,1,address first word
55,AL BAYAN GROCERY INC,-87.785973,41.937119,3134 N Narragansett Ave,,Chicago,IL,60634,4919.0,COOK,ChIJCwdUAnjLD4gR8lKsRNEaUSw,Bayan Grocery Inc,41.9375911,-87.7861544,"3134 North Narragansett Avenue, Chicago",,1,address first word
56,Aldi 60,-88.01975999999999,42.253735,730 S Rte 83,,Mundelein,IL,60060,4576.0,LAKE,ChIJ2zr7XS6YD4gRABABXL25I-U,ALDI,42.25245630000001,-88.0197079,"730 South Route 83, Mundelein",1.0,1,address first word
57,Aldi 85,-87.660622,41.65723,13085 S Ashland Ave,,Calumet Park,IL,60827,6333.0,COOK,ChIJ7aLQNH4jDogRE_jaA2mE5Nw,ALDI Calumet Park,41.6569106,-87.6593587,"13085 South Ashland Avenue, Calumet Park",1.0,1,address first word
58,ARANDA'S LIQUOR & FOOD,-87.67514,41.624432,13440 S WESTERN AVE,,BLUE ISLAND,IL,60406,,COOK,ChIJRbnash4jDogRhGSD-9ztAOc,E & S Food & Liquor,41.6228174,-87.6725542,"2240 West Sibley Boulevard, Dixmoor",,2,"name second word, >1 results"
59,M & M GROCERY,-87.654678,41.964558000000004,4533 N Sheridan Rd,,Chicago,IL,60640,5618.0,COOK,ChIJtSaijc3TD4gR70HrAylgKl4,M & M Grocery,41.9646797,-87.65466769999999,"4533 North Sheridan Road, Chicago",,1,address first word
60,Casey's General Store 2577,-89.42308,39.591217,110 SPRINGFIELD ST,,KINCAID,IL,62540,,CHRISTIAN,ChIJoTC2K0IedYgRqgxbB-3lL4I,Casey's General Store,39.59076700000001,-89.42237,"110 Springfield St, Kincaid",1.0,1,address first word
61,DOLLAR GENERAL 0563,-89.47583,40.587921,2025 S Main St,,Morton,IL,61550,2915.0,TAZEWELL,ChIJRQ5DGzFVCogRXbwo1NVcJhk,Dollar General,40.58859379999999,-89.4772697,"2025 South Main Street, Morton",1.0,1,address first word
62,DOLLAR GENERAL 0642,-89.483459,40.692734,44 Sunnyland Plz,,Washington,IL,61571,1943.0,TAZEWELL,ChIJexKuzplWCogRSdzQcmXNcCI,Dollar General,40.6914026,-89.48210999999999,"44 Sunnyland Plaza, Washington",1.0,1,address first word
63,Dollar General 1090,-88.54692800000001,39.104088,1908 S Banker St,,Effingham,IL,62401,2809.0,EFFINGHAM,ChIJyYjr_9eWc4gRqCFv5JiotGA,Dollar General,39.10334179999999,-88.5462987,"1908 South Banker Street, Effingham",1.0,1,address first word
64,SUPERMERCADO CHAPALA,-87.771805,41.850803000000006,5909 W Cermak Rd,,Cicero,IL,60804,2136.0,COOK,ChIJeT3Ie4YzDogR1JvnViX9pPY,Super Mercado Chapala,41.8506624,-87.7718187,"5909 West Cermak Road, Cicero",,1,address first word
65,DOLLAR GENERAL 3796,-88.59185,42.242065000000004,1020 E Grant Hwy,,Marengo,IL,60152,3408.0,MCHENRY,ChIJYetwfL1HD4gRu9CyKDKGhV8,Dollar General,42.242182,-88.59087459999999,"1020 East Grant Highway, Marengo",1.0,1,address first word
66,DOLLAR GENERAL 6381,-90.18341099999999,41.300076000000004,13075 Illinois Highway 81,,Cambridge,IL,61238,9151.0,HENRY,ChIJ61eCuXQd4ocR5_twZRjATfY,Dollar General,41.29964570000001,-90.1838436,"13075 Illinois 81, Cambridge",1.0,1,address first word
67,Dollar General 6499,-89.825203,42.376045,106 E Provost St,,Lena,IL,61048,9707.0,STEPHENSON,ChIJoaLuXDgQCIgR5i2-aklxWUw,Dollar General,42.3762475,-89.8249329,"106 East Provost Street, Lena",1.0,1,address first word
68,DOLLAR GENERAL 7467,-87.700142,39.76619,22265 IL Highway 1,,Chrisman,IL,61924,8770.0,EDGAR,,,,,,,0,name second word
69,DOLLAR GENERAL 8299,-87.86869,41.114925,545 S Washington Ave,,Kankakee,IL,60901,3745.0,KANKAKEE,ChIJm5xqs0TdDYgREkOda1Sngfc,Laundry Basket,41.11485769999999,-87.86594679999999,"545 South Schuyler Avenue, Kankakee",,1,address first word
70,DOLLAR GENERAL 8502,-89.60260799999999,40.619553,104 Joliet Rd,,Marquette Hts,IL,61554,1325.0,TAZEWELL,ChIJP4IuHjz2CogRVbsXSMLsyyc,Dollar General,40.6188102,-89.60279249999999,"104 Joliet Road, Marquette Heights",1.0,1,address first word
71,TONY'S FOODS,-87.747284,41.838459,4900 W 30th St,,Cicero,IL,60804,3616.0,COOK,ChIJDcXjBLgzDogR6b_KWftki5o,Tony's Foods,41.8387079,-87.747294,"4900 West 30th Street, Cicero",,1,name 1 and address 1 (more than one first) 
72,Walgreens 7515,-87.806259,41.974751,7155 W Foster Pl,,Chicago,IL,60656,3614.0,COOK,ChIJyfEzadfLD4gRXLtmLpOx8fc,Walgreens,41.97453050000001,-87.80637109999999,"7155 West Foster Avenue, Chicago",2.0,3,name 1 and address 1 (more than one first) 
73,Walgreens 3273,-87.80323800000001,42.187016,655 Elm Pl,,Highland Park,IL,60035,3132.0,LAKE,ChIJBYbRGrvBD4gRXd89LcLOT8Q,Walgreens,42.18757,-87.802893,"655 Elm Place, Highland Park",2.0,2,name 1 and address 1 (more than one first) 
74,ASIAN FOOD MART,-88.28177600000001,42.029571999999995,54B National St,,Elgin,IL,60123,7742.0,KANE,ChIJy4n2t6sFD4gRwR_Yt8Uj7aI,Asian Food Market,42.0298772,-88.28192639999999,"54 National Street # B, Elgin",,1,name first word
75,HERITAGE HEALTH FOODS,-87.717125,41.557076,4111 183rd St,,Country Club Hills,IL,60478,5308.0,COOK,ChIJac1N2b8XDogRoPBsu_fKVBk,Heritage Health Foods,41.55665010000001,-87.7171398,"4111 183rd Street, Country Club Hills",,1,address first word
76,SAVE-A-LOT 477,-88.207436,40.11441,220 N Broadway Ave,,Urbana,IL,61801,2707.0,CHAMPAIGN,ChIJU8buO57XDIgR7w73ZO7IZc8,Save-A-Lot,40.1144217,-88.2057981,"220 North Broadway Avenue, Urbana",1.0,1,name 1 and address 1 (more than one first) 
77,LITTLE WORLD MART,-89.66804499999999,39.766582,2936 S Macarthur Blvd,,Springfield,IL,62704,5019.0,SANGAMON,ChIJNcroevs4dYgRiR1NSa61MAg,Little World Trade Corporation,39.7665861,-89.66771299999999,"2936 South MacArthur Boulevard, Springfield",,1,address first word
78,Harrison Marathon,-87.744621,41.873142,4751 W Harrison St,,Chicago,IL,60644,5124.0,COOK,ChIJvXxPgRkzDogRdBw30vvfpOM,Marathon Gas,41.872901,-87.7445592,"4751 West Harrison Street, Chicago",,1,address first word
79,CVS 7142,-88.024925,41.583427,16760 W Division St,,Lockport,IL,60441,,WILL,ChIJ0w-RIvZnDogRVbxflQgSqOU,CVS,41.5839197,-88.0251663,"16760 West Division Street, Lockport",,2,name 1 and address 1 (more than one first) 
80,CVS 5795,-87.71311999999999,41.946518,3411 W Addison St,,Chicago,IL,60618,4249.0,COOK,ChIJy104_ZnND4gRVj6wlOCz5xk,CVS,41.9462379,-87.71355059999999,"3411 West Addison Street, Chicago",,1,address first word
81,CAPUTO'S FRESH MARKET,-88.073868,41.957481,166 E Lake St,,Bloomingdale,IL,60108,1168.0,DU PAGE,ChIJMXXLZ2msD4gR1G5hZyIZD1s,Angelo Caputo's Fresh Markets - Bloomingdale,41.955941,-88.07387,"166 East Lake Street, Bloomingdale",,1,address first word
82,S & K MINI MART,-90.456184,41.486228999999994,4400 Kennedy Dr,,East Moline,IL,61244,4246.0,ROCK ISLAND,ChIJNZBfDoQw4ocRWSODJxpuoHk,Phillips 66,41.486233,-90.455399,"4400 Kennedy Drive, East Moline",,1,address first word
83,Walmart 5044,-90.447342,42.434387,10000 Bartel Blvd,,Galena,IL,61036,8219.0,JO DAVIESS,ChIJdzLFqDLO4ocRxtbccr4aBYE,Walmart Supercenter,42.435085,-90.445633,"10000 Bartel Blvd, Galena",1.0,3,name 1 and address 1 (more than one first) 
84,PAPA MURPHY'S TAKE N BAKE PIZZA,-88.436226,42.314448999999996,119 S Eastwood Dr,Suite 5,Woodstock,IL,60098,3519.0,MCHENRY,ChIJUVsKdHdpD4gRdxcFyEWwXWA,Papa Murphy's Take 'N' Bake Pizza,42.31519399999999,-88.4358958,"119 Eastwood Drive, Woodstock",1.0,1,address first word
85,WING CHEONG GROCERY INC,-87.631889,41.85046,2317 S Wentworth Ave,,Chicago,IL,60616,2013.0,COOK,ChIJa-SJdmQsDogRv2ttmB8qrZ4,Wing Cheong Grocery,41.8504677,-87.63183649999999,"2317 South Wentworth Avenue, Chicago",,1,address first word
86,WYANET LOCKER,-89.582748,41.364201,218 E Railroad St,,Wyanet,IL,61379,4505.0,BUREAU,ChIJ-12ho5GDCYgRuGMI6lrygcU,Wyanet Locker,41.3657446,-89.58074520000001,"218 Railroad Street, Wyanet",,1,address first word
87,Tony's Fresh Market 6,-87.799187,41.734379,8630 S Harlem Ave,,Bridgeview,IL,60455,1802.0,COOK,ChIJN6AkGME5DogRnpaEeXHXU00,Tony's Finer Foods,41.734877,-87.80015940000001,"8630 Harlem Avenue, Bridgeview",,1,address first word
88,CVS 7166,-87.628151,41.6334,250 W 144th St,,Riverdale,IL,60827,2733.0,COOK,ChIJIanDMsMjDogRZUicXyaMBVA,CVS,41.63304649999999,-87.6287713,"250 West 144th Street, Riverdale",,1,address first word
89,CVS 7170,-88.111267,42.363163,1229 W IL Route 134,,Round Lake,IL,60073,9725.0,LAKE,ChIJTw2EL8GcD4gRg1sZyq4lFL0,CVS Pharmacy,42.3630102,-88.1125321,"1229 Illinois 134, Round Lake",,3,name 1 and address 1 (more than one first) 
90,CC FOOD MART,-89.841476,38.889057,315 E STATE,,HAMEL,IL,62046,,MADISON,ChIJDTz-zxvudYgRXs3AhTeHFvM,C C Food Marts Inc,38.88940639999999,-89.8411016,"315 East State Street, Hamel",,1,address first word
91,BEACH PARK MINI MART,-87.825554,42.418934,38357 N Sheridan Rd,,Beach Park,IL,60087,1701.0,LAKE,ChIJl9O6ywTzD4gRqkORqklKH7I,BP,42.4189196,-87.82534509999999,"38357 North Sheridan Road, Beach Park",,1,address first word
92,EASTVIEW INC,-87.668442,42.016003000000005,1501 W Jarvis Ave,,Chicago,IL,60626,1908.0,COOK,ChIJK1z_Wk3QD4gRlBBrB1kbhiU,East View Grocery,42.0158799,-87.66872029999999,"1501 West Jarvis Avenue, Chicago",,1,address first word
93,SAVE-A-LOT,-89.213432,37.725471,301 E Walnut St,,Carbondale,IL,62901,3018.0,JACKSON,ChIJ23tE-YMRd4gRQ9uhJEI5-m4,First Southern Wealth Management,37.7268618,-89.2131852,"301 East Main Street, Carbondale",,1,address first word
94,Thornton Oil 139,-88.321968,41.789898,418 S Lincolnway,,North Aurora,IL,60542,1708.0,KANE,ChIJU_eKYAfwDogRL-oZmPQflLM,Thorntons,41.78936480000001,-88.3222711,"418 South Lincolnway Street, North Aurora",,1,name 1 and address 1 (more than one first) 
95,TINLEY MARKET,-87.813103,41.586979,16721 80th Ave,,Tinley Park,IL,60477,2361.0,COOK,ChIJu2NIXyw-DogRYw3WjN1cA4s,Tinley Market,41.5866651,-87.8122901,"16721 80th Avenue, Tinley Park",,1,address first word
96,BALTIMORE FOOD & LIQUOR,-87.547211,41.653236,13322 S Baltimore Ave,,Chicago,IL,60633,1425.0,COOK,ChIJA1LhAq0gDogRdzT8DyoCo9Q,Baltimore Food and Liquors,41.65285799999999,-87.54749500000001,"13322 South Baltimore Avenue, Chicago",,1,address first word
97,RTE 203 FOOD MART,-90.128578,38.641434000000004,1951 Collinsville Rd,,Fairmont City,IL,62201,1537.0,ST CLAIR,ChIJ66QKMTit2IcRPVqQ-LbBnIM,BP,38.6414982,-90.12886230000001,"1951 Collinsville Road, Fairmont City",,1,address first word
98,MAYWOOD GAS INC,-87.84360500000001,41.864338000000004,905 W Roosevelt Rd,,Maywood,IL,60153,3240.0,COOK,ChIJI8iPM3c1DogRhM9kNc8bEG8,BP,41.8644586,-87.8435657,"905 West Roosevelt Road, Maywood",,1,address first word
99,DOLLAR GENERAL 4248,-87.994934,38.257721000000004,126 Industrial Park Dr,,GRAYVILLE,IL,62844,1403.0,WHITE,ChIJhz6l2CC9cYgRLORuErpKTlk,Casey's General Store,38.260003,-87.996411,"306 North Court Street, Grayville",1.0,2,"name second word, >1 results"
100,DOLLAR GENERAL 4394,-87.629936,40.177452,3353 N Vermilion St,,Danville,IL,61832,,VERMILION,0,0,0.0,0.0,0,0.0,0,0
101,LA HUERTA SUPERMARKET,-88.33976700000001,41.90395,580 S Randall Rd,,St Charles,IL,60174,1534.0,KANE,0,0,0.0,0.0,0,0.0,0,0
102,ST ELMO FOOD MARKET,-88.84880799999999,39.029308,111 W 6th St,,Saint Elmo,IL,62458,1425.0,FAYETTE,0,0,0.0,0.0,0,0.0,0,0
103,QUICK MART FOODS INC,-87.632828,41.786449,5924 S Princeton Ave,,Chicago,IL,60621,3314.0,COOK,0,0,0.0,0.0,0,0.0,0,0
104,Margarita's Meat Market,-87.558739,41.751789,2709 E 79th St,,Chicago,IL,60649,5211.0,COOK,0,0,0.0,0.0,0,0.0,0,0
105,Aldi 30,-87.704926,41.838482,3030 S Kedzie Ave,,Chicago,IL,60623,4713.0,COOK,0,0,0.0,0.0,0,0.0,0,0
106,Casey's General Store 2587,-89.603607,39.893978000000004,270 S Crossing Rd,,Sherman,IL,62684,9671.0,SANGAMON,0,0,0.0,0.0,0,0.0,0,0
107,Casey's General Store 2588,-89.553772,39.954921999999996,112 N Oak St,,Williamsville,IL,62693,9045.0,SANGAMON,0,0,0.0,0.0,0,0.0,0,0
108,MUNICIPAL FOODS,-87.691734,41.902935,2559 W Division St,,Chicago,IL,60622,2805.0,COOK,0,0,0.0,0.0,0,0.0,0,0
