,index,Unnamed: 0,Store_Name,Longitude,Latitude,Address,Address Line #2,City,State,Zip5,Zip4,County,Double Value,Farmers Market?,place_id,googlename,googlelat,googlelon,googleaddress,cost,multiple,how,check,type
1424,164536,164536,"Tony's Stop & Save,inc.",-87.606651,41.815212,4351 S Cottage Grove Ave,,Chicago,IL,60653.0,3513,COOK,False,False,ChIJZ0DUA-IrDogR1bHH2_VAJ5o,Price Lit & Writing Elementary School,41.8154658,-87.6036355,"4351 South Drexel Boulevard, Chicago",,1,address first word,0,"['school', 'point_of_interest', 'establishment']"
1425,164548,164548,Quick Stop,-87.696182,41.876251,342 S California Ave,,Chicago,IL,60612.0,3616,COOK,False,False,ChIJm0GcbWAtDogR-6dZsFXUaRM,Cali Quick Stop & Cellular,41.8761898,-87.6965262,"340 South California Avenue, Chicago",,1,name first word,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']"
1426,164591,164591,111th Food & Cellular Inc.,-87.61248,41.692741,423 E 111th St,,Chicago,IL,60628.0,4501,COOK,False,False,ChIJ1TbRxoYmDogRzxnouaS3o-0,Quick Stop Food & Liquor,41.6925959,-87.61275169999999,"409 East 111th Street, Chicago",,1,name 1 & 2 (none first),Double Check- Address mismatch,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']"
1427,164679,164679,GBD Cakes And Sweets,-87.687386,41.918713,2039 N Western Ave,,Chicago,IL,60647.0,4167,COOK,False,False,ChIJ_wizgpfSD4gRWnEwywrHFgU,Gbd Cakes And Sweets,41.91870240000001,-87.68710310000002,"2039 North Western Avenue, Chicago",,1,address first word,0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']"
1428,164786,164786,Avers Food Market Inc,-87.722748,41.899033,3839 W Augusta Blvd,,Chicago,IL,60651.0,3816,COOK,False,False,ChIJ10I6ZTPND4gR4mdk9hI7_eQ,H Town,41.89893839999999,-87.7228037,"3839 West Augusta Boulevard, Chicago",,1,address first word,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']"
1429,164796,164796,7-eleven 37152A,-87.626717,41.878258,30 E Jackson Blvd,,Chicago,IL,60604.0,2202,COOK,False,False,ChIJib0WcKMsDogRNg1h-YzrmLs,"Bennett Brothers, Inc.",41.8796127,-87.6266315,"30 East Adams Street, Chicago",,1,address first word,0,"['point_of_interest', 'establishment']"
1430,165116,165116,Citgo,-87.641304,41.692394,734 W 111th St,,Chicago,IL,60628.0,3932,COOK,False,False,ChIJvU9RxUskDogRLCRZm9ocsIo,CITGO,41.6925463,-87.6415403,"734 West 111th Street, Chicago",,1,address first word,0,"['gas_station', 'point_of_interest', 'establishment']"
1431,165123,165123,"Grove Liquor, Inc.",-87.605812,41.773533,6656 S Cottage Grove Ave,,Chicago,IL,60637.0,4127,COOK,False,False,ChIJja7u_NgoDogRk8p6QQ5VvK8,Cut-Rate Liquors,41.7733288,-87.6061081,"6656 South Cottage Grove Avenue, Chicago",,1,address first word,0,"['liquor_store', 'store', 'point_of_interest', 'establishment']"
1432,165182,165182,"Sz Food Mart, Inc.",-87.648308,41.77409,6600 S Sangamon St,,Chicago,IL,60621.0,1824,COOK,False,False,ChIJBxA_4gIvDogRA5Nh1Pe3i7o,Morgan Mini Mart,41.77409,-87.64985899999999,"6600 South Morgan Street, Chicago",,1,address first word,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']"
1433,165366,165366,Citgo,-87.601067,41.762688,7283-87 S Chicago Ave,,Chicago,IL,60619.0,,COOK,False,False,ChIJBdHVV8IoDogRexDbIzqmbH0,South Chicago One Inc,41.76284,-87.60087659999999,"7283 South South Chicago Avenue, Chicago",,1,name first word,0,"['gas_station', 'point_of_interest', 'establishment']"
1434,165388,165388,Roseland Quick Mart Inc,-87.620956,41.700062,10658 S Michigan Ave,Apt 2F,Chicago,IL,60628.0,2700,COOK,False,False,ChIJC_97CdQlDogRk2pzwpeCKYc,Big Sam's Mini Mart,41.69998400000001,-87.6237306,"10658 South State Street, Chicago",,1,address first word,0,"['electronics_store', 'store', 'point_of_interest', 'establishment']"
1435,165601,165601,Circle S Mart Inc,-87.745598,41.909599,4757 W North Ave,,Chicago,IL,60639.0,4639,COOK,False,False,ChIJS2g_BsXMD4gRvAzeBZdtg8k,Wendy's,41.9093031,-87.7487919,"4901 West North Avenue, Chicago",1.0,2,"name second word, >1 results",Double Check- invalid type,"['restaurant', 'food', 'point_of_interest', 'establishment']"
1436,165709,165709,Citgo Fuel & Mini Mart,-87.605797,41.772991,6700 S Cottage Grove Ave,,Chicago,IL,60637.0,4128,COOK,False,False,ChIJMWXZANkoDogRwkTDgrKTGxk,COTTAGE CITGO,41.7728104,-87.60596389999999,"6700 South Cottage Grove Avenue, Chicago",,1,address first word,0,"['gas_station', 'point_of_interest', 'establishment']"
1437,165717,165717,7-Eleven 33354B,-87.626839,41.882038,29 E Madison St,,Chicago,IL,60602.0,0000,COOK,False,False,ChIJS1pmk5csDogRsU-3eSmPk3c,7-Eleven,41.8819272,-87.62665539999999,"29 East Madison Street, Chicago",1.0,2,name 1 and address 1 (more than one first) ,Double Check- invalid type,"['convenience_store', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
1438,165760,165760,San Flipe Fresh Market,-87.71462199999998,41.961155,3440 W Montrose Ave,,Chicago,IL,60618.0,1138,COOK,False,False,ChIJW9O_1OvND4gRHDDiTryIu3Y,Supermercado Cardenas,41.9612346,-87.71453509999999,"3440 West Montrose Avenue, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1439,165866,165866,King Supermarket,-87.61454,41.820278,400 E 41 St,,Chicago,IL,60653.0,,COOK,False,False,ChIJ3aO_TvkrDogRoCyg51qNA3k,King Supermarket,41.8204664,-87.6162772,"400 East 41st Street, Chicago",,1,name 1 & 2 (none first),0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1440,166023,166023,Thomas Food & Dollar Plus Inc,-87.6968,41.901203,1101 N California Ave,,Chicago,IL,60622.0,3402,COOK,False,False,ChIJAWvsG6rSD4gRkRAnHmj1Hi4,Park Dollar & Food,41.9012082,-87.6966585,"1101 North California Avenue, Chicago",,1,address first word,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']"
1441,166058,166058,"Carniceria La Hacienda No.3, Inc.",-87.693184,41.793739,2744 W 55th St,,Chicago,IL,60632.0,2252,COOK,False,False,ChIJ3fd5ZiEuDogRy8xgGkKsXog,Carniceria La Hacienda,41.793804,-87.6931548,Chicago,,1,name first word,Double Check- Address mismatch,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1442,166193,166193,BCBP Inc.,-87.723381,41.79974,5114 S Pulaski Rd,,Chicago,IL,60632.0,4252,COOK,False,False,ChIJEwAXRZYxDogRz1DApmlszug,SNAPPY CONV CTR 3,41.7996253,-87.724125,"5114 South Pulaski Road, Chicago",,1,address first word,0,"['gas_station', 'point_of_interest', 'establishment']"
1443,166266,166266,Target 3207,-87.617188,41.891045,401 E Illinois St,,Chicago,IL,60611.0,,COOK,False,False,ChIJcxyPw1UrDogRy85Pykfslz0,Target,41.8908636,-87.6172649,"401 East Illinois Street, Chicago",2.0,2,name 1 and address 1 (more than one first) ,0,"['department_store', 'electronics_store', 'clothing_store', 'furniture_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']"
1444,166300,166300,Nelson's Mini Mart,-87.610474,41.783993,608 E 61st St,,Chicago,IL,60637.0,2508,COOK,False,False,,,,,,,0,name second word,0,0
1445,166381,166381,Yoyo Food Mart Inc,-87.696213,41.873768,2801 W Harrison St,,Chicago,IL,60612.0,3332,COOK,False,False,,,,,,,0,name second word,0,0
1446,166435,166435,Gogo Food Market,-87.72494499999998,41.856911,1800 S Pulaski Rd,,Chicago,IL,60623.0,2846,COOK,False,False,ChIJv3CvelgyDogRk1s2aFyoJXI,Eighteenth Street Food Mart,41.856907,-87.72523699999999,"1800 South Pulaski Road, Chicago",,1,address first word,0,"['convenience_store', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1447,166459,166459,7-eleven 36061A,-87.727776,41.961056,4401 N Pulaski Rd,,Chicago,IL,60630.0,4413,COOK,False,False,ChIJ77DpusjND4gRDEYTE8xUYhc,7-Eleven,41.96065089999999,-87.7273495,"4401 North Pulaski Road, Chicago",1.0,1,address first word,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']"
1448,166538,166538,Douglas Park Grocery Inc. 1,-87.694717,41.857433,2744 W 18th St,,Chicago,IL,60608.0,1734,COOK,False,False,ChIJZTde0X8tDogRaC-NH3rFWIw,Douglas Park Soccer Field,41.859094,-87.69717299999999,"South Farrar Drive, Chicago",,3,name 1 & 2 (none first),Double Check- Address mismatch,"['point_of_interest', 'establishment']"
1449,167023,167023,Vincennes Market & Communication Inc,-87.63119499999998,41.758465,7465 S Vincennes Ave,,Chicago,IL,60621.0,3437,COOK,False,False,ChIJq8m00jgvDogR3QtwLtqWR7Q,A & J Food Mart عرفات,41.7581861,-87.63360639999999,"342 West 75th Street, Chicago",,1,name 1 & 2 (none first),Double Check- Address mismatch,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1450,167085,167085,Family Dollar 11319,-87.680786,41.678673,11810 S Western Ave,,Chicago,IL,60643.0,4734,COOK,False,False,ChIJAWWC7cAkDogRqIbhj6gH8eQ,FAMILY DOLLAR,41.67850300000001,-87.6811211,"11810 South Western Avenue, Chicago",1.0,1,name 1 and address 1 (more than one first) ,0,"['store', 'point_of_interest', 'establishment']"
1451,167151,167151,Doma Food Mart Inc,-87.66242199999998,41.750362,1533 W 79th St,,Chicago,IL,60620.0,4110,COOK,False,False,ChIJvYn_7J0vDogRao3vKbZ_adE,White Castle,41.7506887,-87.6589626,"1400 West 79th Street, Chicago",1.0,4,"name second word, >1 results",Double Check- invalid type,"['restaurant', 'food', 'point_of_interest', 'establishment']"
1452,167154,167154,Galaxy  Mart  Inc.,-87.708221,41.961643,4411 N Kedzie Ave,,Chicago,IL,60625.0,4508,COOK,False,False,,,,,,,0,name second word,0,0
1453,167240,167240,Lac Stop & Shop,-87.67952700000002,42.019409,1949 W Howard St,,Chicago,IL,60626.0,1526,COOK,False,False,ChIJ3brHMzTQD4gRyv9F0bTHce0,Howard Damen/Custer,42.01948249999999,-87.6806675,United States,,5,"name second word, >1 results",Double Check- Address mismatch,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
1454,167286,167286,Ali Baba Gifts & Grocery Inc.,-87.733574,41.968143,4215 W Lawrence Ave,,Chicago,IL,60630.0,2728,COOK,False,False,ChIJI8CLadLND4gRsLSLbtvOjJI,Alibaba Grocery - Gifts & Tobacco,41.9679151,-87.7335899,"4215 West Lawrence Avenue, Chicago",,1,name 1 and address 1 (more than one first) ,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1455,167379,167379,Homan Fresh Meat Market,-87.709587,41.856586,3362 W Ogden Ave,,Chicago,IL,60623.0,2651,COOK,False,False,,,,,,,0,name second word,0,0
1456,167418,167418,Daallo Meat & Grocery,-87.698883,41.99762,2742 W Devon Ave,,Chicago,IL,60659.0,1711,COOK,False,False,ChIJRbdJXSDOD4gRhiCXGy5g2lg,Daallo Meat & Grocery,41.9976594,-87.6989265,"2742 West Devon Avenue, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1457,167460,167460,Fresh Thyme Farmers Market 107CHI,-87.680115,41.926853,2500 N Elston Ave,,Chicago,IL,60647.0,2004,COOK,False,False,ChIJCXt_hY3SD4gRY-J8Vf-aHq8,Fresh Thyme Farmers Market- Lincoln Park,41.92647890000001,-87.6812303,"2500 North Elston Avenue, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
1458,167477,167477,Amir Food Mart,-87.578636,41.766014,1877 E 71st St,,Chicago,IL,60649.0,2018,COOK,False,False,ChIJISnDwfkoDogR0l9IHGPAJdo,Shark's Fish & Chicken,41.7663788,-87.58221909999999,"1734 East 71st Street, Chicago",,5,"name second word, >1 results",Double Check- invalid type,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']"
1459,167624,167624,B & P's Sweets & Treats,-87.733932,41.880611,4337 W Madison St,,Chicago,IL,60624.0,2224,COOK,False,False,ChIJQ1xwZt8yDogRjjvuVQD0D9M,B & B Madison Entertainment,41.8810002,-87.73683919999999,"4422 West Madison Street, Chicago",,1,name first word,Double Check- Address mismatch,"['point_of_interest', 'establishment']"
1460,167648,167648,Super Fish Plus 01,-87.576622,41.751572,1945 E 79th St,,Chicago,IL,60649.0,4632,COOK,False,False,ChIJRYz7uGEoDogRon0EfWuaOTM,Super Steak Hoagie,41.751813,-87.57776,"1914 East 79th Street, Chicago",,1,name first word,Double Check- invalid type,"['restaurant', 'food', 'point_of_interest', 'establishment']"
1461,167765,167765,Corner Food Store,-87.683418,42.019444,2125 W Howard St,Ste A,Chicago,IL,60645.0,2543,COOK,False,False,ChIJWT7i6TPQD4gR4rdnr2CqjLk,Corner Food Store,42.0193555,-87.6839726,"2125 West Howard Street, Chicago",,1,name 1 and address 1 (more than one first) ,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1462,167843,167843,Mariano's 8534,-87.645645,41.908092,1500 N Clybourn Ave,,Chicago,IL,60610.0,1095,COOK,False,False,ChIJJSiZHjvTD4gRmKQNVa-jbaQ,Mariano's New City,41.908018,-87.645838,"1500 North Clybourn Avenue, Chicago",,1,name 1 and address 1 (more than one first) ,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1463,167860,167860,Wells Food Mart,-87.631889,41.795055,5458 S Wells St,,Chicago,IL,60609.0,6220,COOK,False,False,ChIJY_w-b8cuDogR6PQ7W75ceNE,Shell,41.794812,-87.632092,"5458 South Wells Street, Chicago",2.0,1,address first word,0,"['gas_station', 'point_of_interest', 'establishment']"
1464,168130,168130,Seafood Junction  4 Inc,-87.592148,41.736782,1317 E 87th St,,Chicago,IL,60619.0,7024,COOK,False,False,ChIJFcRxl50oDogR3M5pQVrVuhI,Seafood Junction,41.7364706,-87.5919718,"1317 1317 E. 87th Street, Chicago, IL, Chicago",,1,address first word,Double Check- invalid type,"['restaurant', 'food', 'point_of_interest', 'establishment']"
1465,168291,168291,Falcon Fuel,-87.765633,41.902393,1201 N Central Ave,,Chicago,IL,60651.0,1248,COOK,False,False,ChIJIVZXGLLMD4gRJH7_I05sQXg,CENTRAL/DIVISION CITGO,41.9024186,-87.7654362,"1201 North Central Avenue, Chicago",,1,address first word,0,"['gas_station', 'point_of_interest', 'establishment']"
1466,168458,168458,Three Food Mart,-87.729828,41.851372,4201 W Cermak Rd,,Chicago,IL,60623.0,2933,COOK,False,False,ChIJl4Zt9VEyDogRpdQSGHavrWE,Ogden Foods,41.8488201,-87.7319709,"4320 Ogden Avenue, Chicago",,2,"name second word, >1 results",0,"['food', 'point_of_interest', 'establishment']"
1467,168853,168853,Don Gollo Supermercado Inc,-87.703194,41.782124,6113 S Kedzie Ave,,Chicago,IL,60629.0,3318,COOK,False,False,,,,,,,0,name second word,0,0
1468,168937,168937,Dollar Express 5287,-87.704269,41.814999,4314 S Kedzie Ave,,Chicago,IL,60632.0,2813,COOK,False,False,ChIJH32U4vgxDogRyHftd5nxZY8,FAMILY DOLLAR,41.8147779,-87.7043721,"4314 South Kedzie Avenue, Chicago",1.0,1,name 1 and address 1 (more than one first) ,0,"['store', 'point_of_interest', 'establishment']"
1469,168958,168958,Drake Food,-87.71515699999998,41.898972,957 N Drake Ave,,Chicago,IL,60651.0,4035,COOK,False,False,,,,,,,0,name second word,0,0
1470,168965,168965,DOLLAR EXPRESS 7149,-87.689713,41.961338,2424 W Montrose Ave,,Chicago,IL,60618.0,1606,COOK,False,False,ChIJhzbTZA7SD4gRhG6BNhFY9lw,Family Dollar,41.9614037,-87.6895959,"2424 West Montrose Avenue, Chicago",1.0,1,address first word,0,"['store', 'point_of_interest', 'establishment']"
1471,168970,168970,DOLLAR EXPRESS 7294,-87.589874,41.765953,1425 E 71st St,,Chicago,IL,60619.0,1501,COOK,False,False,ChIJPabZWuUoDogRNUs5mGpWgpA,FAMILY DOLLAR,41.7657444,-87.5897935,"1425 East 71st Street, Chicago",1.0,1,address first word,0,"['store', 'point_of_interest', 'establishment']"
1472,169018,169018,Dollar Express 1629,-87.604965,41.742832,8341 S Cottage Grove Ave,,Chicago,IL,60619.0,5905,COOK,False,False,ChIJ4ThWYaQoDogRLYKU1Ej2FSQ,FAMILY DOLLAR,41.74292000000001,-87.6046037,"8341 South Cottage Grove Avenue, Chicago",1.0,1,address first word,0,"['store', 'point_of_interest', 'establishment']"
1473,169033,169033,Dollar Express 1938,-87.743126,41.801414,5018 S Cicero Ave,,Chicago,IL,60638.0,2117,COOK,False,False,ChIJa0fQvXMxDogRMmUQs2s_8yU,Family Dollar,41.8014721,-87.7433927,"5018 South Cicero Avenue, Chicago",1.0,1,address first word,0,"['store', 'point_of_interest', 'establishment']"
1474,169073,169073,Dollar Express 5440,-87.768005,41.976013,5255 N Milwaukee Ave,,Chicago,IL,60630.0,4634,COOK,False,False,ChIJUf1mlQLMD4gRTJjJfdM0sOc,FAMILY DOLLAR,41.976301,-87.76783879999999,"5255 North Milwaukee Avenue, Chicago",1.0,1,address first word,0,"['store', 'point_of_interest', 'establishment']"
1475,169117,169117,Dollar Express 5635,-87.53701,41.68095,3560 E 118th St,,Chicago,IL,60617.0,7314,COOK,False,False,ChIJzzHpTJzYEYgRR4e6K3ua6MM,FAMILY DOLLAR,41.68195559999999,-87.5364752,"3560 118th Street, Chicago",1.0,1,address first word,0,"['store', 'point_of_interest', 'establishment']"
1476,169122,169122,Dollar Express 5734,-87.69479399999999,41.851929,2740 W Cermak Rd,,Chicago,IL,60608.0,3528,COOK,False,False,ChIJgUf6K4EtDogRZxUDVDUSYoU,Dollar Express,41.85201310000001,-87.69484080000001,"2740 West Cermak Road, Chicago",,1,address first word,0,"['store', 'point_of_interest', 'establishment']"
1477,169187,169187,Dollar Express 5983,-87.689293,42.019512,2341 W Howard St,,Chicago,IL,60645.0,1513,COOK,False,False,ChIJPbfYxi3QD4gRd2Fe9jGRtGA,FAMILY DOLLAR,42.01924899999999,-87.6893829,"2341 West Howard Street, Chicago",1.0,1,address first word,0,"['store', 'point_of_interest', 'establishment']"
1478,169209,169209,7-Eleven 33856B,-87.648567,41.918442,2004 N Halsted St,,Chicago,IL,60614.0,4314,COOK,False,False,ChIJh3XV0RnTD4gRfsiNQNq-69A,7-Eleven,41.91843219999999,-87.64889889999999,"2004 North Halsted Street, Chicago",1.0,1,address first word,Double Check- invalid type,"['convenience_store', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
1479,169319,169319,Dollar Express 3952,-87.748535,41.953419,4828 W Irving Park Rd,,Chicago,IL,60641.0,2718,COOK,False,False,ChIJaxYQQ0bMD4gRvdpYVOhzxFs,FAMILY DOLLAR,41.95363529999999,-87.748594,"4828 West Irving Park Road #34, Chicago",1.0,1,address first word,0,"['store', 'point_of_interest', 'establishment']"
1480,169325,169325,Dollar Express Store 4162,-87.575363,41.721901,9520 S Jeffery Ave,,Chicago,IL,60617.0,4728,COOK,False,False,ChIJzzHpTJzYEYgRedvsYJX5IsM,FAMILY DOLLAR,41.72160969999999,-87.5757108,"9520 South Jeffery Avenue, Chicago",1.0,1,address first word,0,"['store', 'point_of_interest', 'establishment']"
1481,169416,169416,Watts-mart,-87.641602,41.671494,12247 S Halsted St,,Chicago,IL,60628.0,6427,COOK,False,False,,,,,,,0,name second word,0,0
1482,169428,169428,Dollar Express 6221,-87.660126,41.986313,5725 N Broadway St,,Chicago,IL,60660.0,4301,COOK,False,False,ChIJjQUmPp3RD4gRrC4UCCLmSqE,Family Dollar,41.9862999,-87.6594326,"5725 North Broadway Street, Chicago",1.0,1,name 1 and address 1 (more than one first) ,0,"['store', 'point_of_interest', 'establishment']"
1483,169489,169489,Dollar Express Store 10079,-87.665077,41.811752,4524 S Ashland Ave,,Chicago,IL,60609.0,3249,COOK,False,False,ChIJs_sI1HsuDogRzek2OzkstNQ,FAMILY DOLLAR,41.8114073,-87.6654123,"4524 South Ashland Avenue, Chicago",1.0,1,address first word,0,"['store', 'point_of_interest', 'establishment']"
1484,169636,169636,Moses Butcher Shop Inc,-87.75304399999997,41.902252,5057 W Division St,,Chicago,IL,60651.0,3034,COOK,False,False,ChIJp3ab3cvMD4gRmLK0WFlCpbU,Moses Butcher Shop,41.9020606,-87.7531241,"5057 West Division Street, Chicago",,1,name 1 and address 1 (more than one first) ,0,"['food', 'store', 'point_of_interest', 'establishment']"
1485,169645,169645,Kedzie Food & Discount,-87.703751,41.79887,5200 S Kedzie Ave,,Chicago,IL,60632.0,3129,COOK,False,False,ChIJZ4OJ3-YxDogROiRwDb1isqY,Naty's Pizza,41.79995539999999,-87.7036238,"5129 South Kedzie Avenue, Chicago",1.0,6,name 1 & 2 (none first),Double Check- invalid type,"['restaurant', 'food', 'point_of_interest', 'establishment']"
1486,169647,169647,"Kevin Grocery & Liquor, Ltd.",-87.691925,41.80835,2700 W 47th St,,Chicago,IL,60632.0,1931,COOK,False,False,,,,,,,0,name second word,0,0
1487,169681,169681,Sayel Food Mart,-87.55117800000002,41.729233,9127 S Commercial Ave,,Chicago,IL,60617.0,4324,COOK,False,False,ChIJwx_Gm-QnDogRYB1s2-63xsc,Sayer Food Mart,41.7292368,-87.5510819,"9127 South Commercial Avenue, Chicago",,1,address first word,0,"['point_of_interest', 'establishment']"
